"","politician_name","vcard","url"
"118","Bob Wise","Bob Wise33rd Governor of West VirginiaIn officeJanuary 15, 2001 – January 17, 2005Preceded byCecil H. UnderwoodSucceeded byJoe ManchinMember of the U.S. House of Representatives from West VirginiaIn officeJanuary 3, 1983 – January 3, 2001Preceded byMick StatonSucceeded byShelley Moore CapitoConstituency3rd District (1983-1993) 2nd District (1993-2001)Member of the West Virginia Senatefrom the 17th districtIn officeDecember 1, 1980 – December 9, 1982Preceded byWilliam T. Brotherton Jr.Succeeded byTod J. Kaufman
Personal detailsBornRobert Ellsworth Wise Jr. (1948-01-06) January 6, 1948 (age 72)Washington, D.C., U.S.Political partyDemocraticSpouse(s)Sandra Casber (m. 1984)ResidenceWashington, D.C.Alma materDuke University (B.A.)Tulane University Law School (J.D.)","https://en.wikipedia.org/wiki/Bob_Wise"
"119","Shelley Moore Capito","Shelley Moore CapitoUnited States Senatorfrom West VirginiaIncumbentAssumed office January 3, 2015Serving with Joe ManchinPreceded byJay RockefellerMember of the U.S. House of Representativesfrom West Virginia's 2nd districtIn officeJanuary 3, 2001 – January 3, 2015Preceded byBob WiseSucceeded byAlex MooneyMember of the West Virginia House of Delegates from the 30th districtIn officeDecember 1, 1996 – December 1, 2000Preceded byMulti-member districtSucceeded byMulti-member district
Personal detailsBornShelley Wellons Moore (1953-11-26) November 26, 1953 (age 66)Glen Dale, West Virginia, U.S.Political partyRepublicanSpouse(s)Charles CapitoChildren3ParentsArch Moore (father)Shelley Moore (mother)EducationDuke University (BA)University of Virginia (MEd)WebsiteSenate website","https://en.wikipedia.org/wiki/Shelley_Moore_Capito"
"120","David McKinley","David McKinleyMember of the U.S. House of Representativesfrom West Virginia's 1st districtIncumbentAssumed office January 3, 2011Preceded byAlan MollohanChair of the West Virginia Republican PartyIn office1990–1994Member of the West Virginia House of Delegatesfrom the 3rd districtIn officeDecember 15, 1980 – December 1, 1994
Personal detailsBornDavid Bennett McKinley (1947-03-28) March 28, 1947 (age 72)Wheeling, West Virginia, U.S.Political partyRepublicanSpouse(s)Mary GerkinChildren4EducationPurdue University (BS)WebsiteHouse website","https://en.wikipedia.org/wiki/David_McKinley"
"121","Alex Mooney","Alex MooneyMember of the U.S. House of Representativesfrom West Virginia's 2nd districtIncumbentAssumed office January 3, 2015Preceded byShelley Moore CapitoChair of the Maryland Republican PartyIn officeDecember 11, 2010 – March 1, 2013[1]Preceded byAudrey Scott[2]Succeeded byDiana Waterman[3]Member of the Maryland Senatefrom the 3rd districtIn officeJanuary 13, 1999 – January 12, 2011Preceded byJohn W. DerrSucceeded byRonald N. Young
Personal detailsBornAlexander Xavier Mooney (1971-06-07) June 7, 1971 (age 48)Washington, D.C., U.S.Political partyRepublicanSpouse(s)Grace Gonzalez (m. 2002)Children3EducationDartmouth College (BA)WebsiteHouse website","https://en.wikipedia.org/wiki/Alex_Mooney"
"122","Suzan DelBene","Suzan DelBeneMember of the U.S. House of Representativesfrom Washington's 1st districtIncumbentAssumed office November 13, 2012[1]Preceded byJay Inslee
Personal detailsBornSuzan Kay Oliver (1962-02-17) February 17, 1962 (age 57)Selma, Alabama, U.S.Political partyDemocraticSpouse(s)Kurt DelBene (m. 1997)Children2EducationReed College (BS)University of Washington (MBA)","https://en.wikipedia.org/wiki/Suzan_DelBene"
"123","John W. Summers","John W. SummersMember of the U.S. House of Representativesfrom Washington's 4th districtIn officeMarch 4, 1919 – March 3, 1933Preceded byWilliam L. La FolletteSucceeded byKnute HillMember of the Washington House of RepresentativesIn office1917
Personal detailsBornJohn William Summers(1870-04-29)April 29, 1870Indiana, U.S.DiedSeptember 25, 1937(1937-09-25) (aged 67)Walla Walla, Washington, U.S.Political partyRepublicanSpouse(s)Jennie B. (Burks) SummersChildrenHopeAlma materKentucky School of Medicine  Southern Indiana Normal College","https://en.wikipedia.org/wiki/John_W._Summers"
"124","J. Stanley Webster","J. Stanley WebsterFrom campaign advertisement printed in October 6, 1922 Leavenworth Echo (Leavenworth, WA).Senior Judge of the United States District Court for the Eastern District of WashingtonIn officeAugust 31, 1939 – December 24, 1962Judge of the United States District Court for the Eastern District of WashingtonIn officeApril 28, 1923 – August 31, 1939Appointed byWarren G. Harding (recess)Calvin Coolidge (commission)Preceded byFrank H. RudkinSucceeded byLewis B. SchwellenbachMember of the U.S. House of Representativesfrom Washington's 5th districtIn officeMarch 4, 1919 – May 8, 1923Preceded byClarence DillSucceeded bySamuel B. Hill
Personal detailsBornJohn Stanley Webster(1877-02-22)February 22, 1877Cynthiana, KentuckyDiedDecember 24, 1962(1962-12-24) (aged 85)Spokane, WashingtonResting placeOakesdale CemeteryOakesdale, WashingtonPolitical partyRepublicanResidenceSpokane, WashingtonEducationUniversity of Michigan Law School","https://en.wikipedia.org/wiki/J._Stanley_Webster"
"125","Samuel B. Hill","Samuel B. HillFrom the January 17, 1934 edition of the Bryan Daily Eagle (Bryan, TX)Member of the U.S. House of Representativesfrom Washington's 5th districtIn officeSeptember 25, 1923 – June 25, 1936Preceded byJ. Stanley WebsterSucceeded byCharles H. Leavy
Personal detailsBornSamuel Billingsley Hill(1875-04-02)April 2, 1875Franklin, ArkansasDiedMarch 16, 1958(1958-03-16) (aged 82)Bethesda, MarylandResting placeRock Creek Cemetery,Washington, D.C.Nationality United StatesPolitical partyDemocraticAlma materUniversity of Arkansas LawProfessionJudge, Lawyer,","https://en.wikipedia.org/wiki/Samuel_B._Hill"
"126","Marion Zioncheck","Marion ZioncheckMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeMarch 4, 1933 – August 7, 1936Preceded byRalph HorrSucceeded byWarren Magnuson
Personal detailsBornMarion Anthony ZioncheckDecember 5, 1901 (1901-12-05)Kety, Poland (then Austro-Hungarian Empire)DiedAugust 7, 1936(1936-08-07) (aged 34)Seattle, Washington, United StatesPolitical partyDemocraticSpouse(s)Rubye Louise Nix","https://en.wikipedia.org/wiki/Marion_Zioncheck"
"127","Monrad Wallgren","Monrad Wallgren13th Governor of WashingtonIn officeJanuary 8, 1945 – January 12, 1949LieutenantVictor A. MeyersPreceded byArthur B. LanglieSucceeded byArthur B. LanglieUnited States Senatorfrom WashingtonIn officeDecember 19, 1940 – January 9, 1945Preceded byLewis B. SchwellenbachSucceeded byHugh MitchellMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeMarch 4, 1933 – December 19, 1940Preceded byLindley H. HadleySucceeded byHenry M. Jackson
Personal detailsBornMonrad Charles Wallgren(1891-04-17)April 17, 1891Des Moines, IowaDiedSeptember 18, 1961(1961-09-18) (aged 70)Olympia, WashingtonPolitical partyDemocraticMilitary serviceAllegianceUnited StatesBranch/serviceUnited States ArmyWashington Army National GuardYears of service1917 – 1919; 1921 – 1922RankFirst LieutenantUnitUnited States Army Coast Artillery Corps,161st Infantry Regiment (United States)Battles/warsWorld War I","https://en.wikipedia.org/wiki/Monrad_C._Wallgren"
"128","Martin F. Smith","Martin F. SmithMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeMarch 4, 1933 – January 3, 1943Preceded byAlbert JohnsonSucceeded byFred B. Norman
Personal detailsBorn(1891-05-28)May 28, 1891Chicago, IllinoisDiedOctober 24, 1954(1954-10-24) (aged 63)Bethesda, MarylandPolitical partyDemocratic","https://en.wikipedia.org/wiki/Martin_F._Smith"
"129","Knute Hill","Knute HillMember of the U.S. House of Representativesfrom Washington's 4th districtIn officeMarch 4, 1933 – January 3, 1943Preceded byJohn William SummersSucceeded byHal HolmesMember of the Washington House of RepresentativesIn office1927-1933
Personal detailsBorn(1876-07-31)July 31, 1876Creston, Illinois, U.S.DiedDecember 3, 1963(1963-12-03) (aged 87)Desert Hot Springs, California, U.S.Resting placeTerrace Heights Memorial Park, Yakima, Washington, U.S.Political partyDemocraticAlma materUniversity of Wisconsin–Madison","https://en.wikipedia.org/wiki/Knute_Hill"
"130","Warren Magnuson","Warren MagnusonPresident pro tempore of the United States SenateIn officeDecember 6, 1980 – January 3, 1981Preceded byMilton YoungSucceeded byStrom ThurmondIn officeJanuary 3, 1979 – December 5, 1980Preceded byJames EastlandSucceeded byMilton YoungChair of the Senate Committee on AppropriationsIn officeJanuary 3, 1977 – January 3, 1981Preceded byJohn Little McClellanSucceeded byMark HatfieldChair of the Senate Committee on CommerceIn officeJanuary 3, 1955 – January 3, 1977Preceded byJohn W. BrickerSucceeded byHoward CannonUnited States Senatorfrom WashingtonIn officeDecember 14, 1944 – January 3, 1981Preceded byHomer BoneSucceeded bySlade GortonMember of the U.S. House of Representatives from Washington's 1st districtIn officeJanuary 3, 1937 – December 13, 1944Preceded byMarion ZioncheckSucceeded byEmerson DeLacyMember of the Washington House of RepresentativesIn office1933–1934
Personal detailsBorn(1905-04-12)April 12, 1905Moorhead, Minnesota, U.S.DiedMay 20, 1989(1989-05-20) (aged 84)Seattle, Washington, U.S.Resting placeAcacia Memorial Park47°44'21<U+2033>N 122°17'34<U+2033>W<U+FEFF> / <U+FEFF>47.73920°N 122.29280°W<U+FEFF> / 47.73920; -122.29280<U+FEFF> (Acacia Memorial Park)Political partyDemocraticSpouse(s)Jermaine (Elliott) Peralta[1] (1923–2011)[2](m.1964–1989, his death)Eleanor Peggy ""Peggins"" Maddieux (m.1928–1935)ProfessionAttorneyMilitary serviceAllegiance United StatesBranch/service United States NavyBattles/warsWorld War II","https://en.wikipedia.org/wiki/Warren_Magnuson"
"131","Charles H. Leavy","Charles H. LeavyLeavy in April 1940Senior Judge of the United States District Court for the Western District of WashingtonIn officeAugust 31, 1952 – September 25, 1952Judge of the United States District Court for the Western District of WashingtonIn officeFebruary 25, 1942 – August 31, 1952Appointed byFranklin D. RooseveltPreceded byEdward E. CushmanSucceeded byGeorge Hugo BoldtMember of the U.S. House of Representativesfrom Washington's 5th districtIn officeJanuary 3, 1937 – August 1, 1942Preceded bySamuel B. HillSucceeded byWalt Horan
Personal detailsBornCharles Henry Leavy(1884-02-16)February 16, 1884York, PennsylvaniaDiedSeptember 25, 1952(1952-09-25) (aged 68)Tacoma, WashingtonResting placeMountain View Memorial ParkTacoma, WashingtonPolitical partyDemocraticResidenceTacoma, WashingtonEducationKansas City School of Lawread law","https://en.wikipedia.org/wiki/Charles_H._Leavy"
"132","John M. Coffee","John Main CoffeeCoffee as depicted in the Pictorial Directory of the 79th CongressMember of the U.S. House of Representativesfrom Washington's 6th districtIn officeJanuary 3, 1937 – January 3, 1947Preceded byWesley LloydSucceeded byThor C. Tollefson
Personal detailsBorn(1897-01-23)January 23, 1897Tacoma, Washington, U.S.DiedJune 2, 1983(1983-06-02) (aged 86)Political partyDemocratic","https://en.wikipedia.org/wiki/John_M._Coffee"
"133","Henry M. Jackson","Henry M. Jackson28th Chair of the Democratic National CommitteeIn officeJuly 17, 1960 – January 21, 1961Preceded byPaul M. ButlerSucceeded byJohn Moran BaileyUnited States Senatorfrom WashingtonIn officeJanuary 3, 1953 – September 1, 1983Preceded byHarry P. CainSucceeded byDaniel J. EvansMember of the U.S. House of Representativesfrom Washington's 2nd districtIn officeJanuary 3, 1941 – January 3, 1953Preceded byMonrad WallgrenSucceeded byJack Westland
Personal detailsBornHenry Martin Jackson(1912-05-31)May 31, 1912Everett, Washington, U.S.DiedSeptember 1, 1983(1983-09-01) (aged 71)Everett, Washington, U.S.Political partyDemocraticSpouse(s)Helen Hardin (m. 1961)EducationStanford University (BA)University of Washington, Seattle (JD)Military serviceAllegiance United StatesBranch/service United States ArmyBattles/warsWorld War II","https://en.wikipedia.org/wiki/Henry_M._Jackson"
"134","Fred B. Norman","Fred B. NormanFrontispiece of 1950s Fred Berthold Norman, Late a Representative.Member of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJanuary 3, 1943 – January 3, 1945Preceded byMartin Fernard SmithSucceeded byCharles R. SavageIn officeJanuary 3, 1947 – April 18, 1947Preceded byCharles R. SavageSucceeded byRussell Vernon MackMember of the Washington SenateIn office1925–1935Member of the Washington House of RepresentativesIn office1919–1920
Personal detailsBorn(1882-03-21)March 21, 1882near Martinsville, IllinoisDiedApril 18, 1947(1947-04-18) (aged 65)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Fred_B._Norman"
"135","Walt Horan","Walt Horanc. 1958Member of the U.S. House of Representativesfrom Washington's 5th districtIn officeJanuary 3, 1943 – January 3, 1965Preceded byCharles H. LeavySucceeded byTom Foley
Personal detailsBornWalter Franklin Horan(1898-10-15)October 15, 1898Wenatchee, WashingtonDiedDecember 19, 1966(1966-12-19) (aged 68)Manila, PhilippinesResting placeWenatchee City CemeteryWenatchee, WashingtonNationality United StatesPolitical partyRepublicanSpouse(s)Helen L. ""Sally"" Campbell(1904–95)Children4 sons, 1 daughter[1]ParentsMichael HoranMargaret A. HoranResidenceWenatchee, WashingtonAlma materWashington State College, B.S. 1925OccupationFruit growerMilitary serviceAllegiance United StatesBranch/service United States NavyYears of service1917–1919Battles/warsWorld War I","https://en.wikipedia.org/wiki/Walt_Horan"
"136","Charles R. Savage","Charles R. SavageSavage in 1973Member of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJanuary 3, 1945 – January 3, 1947Preceded byFred B. NormanSucceeded byFred B. NormanMember of the Washington House of RepresentativesIn office1939–19451951–19591963–19671969–1976
Personal detailsBorn(1906-04-12)April 12, 1906La Farge, WisconsinDiedJanuary 14, 1976(1976-01-14) (aged 69)Shelton, WashingtonResting placeShelton Memorial ParkPolitical partyDemocratic","https://en.wikipedia.org/wiki/Charles_R._Savage"
"137","Homer Jones (politician)","Homer R. JonesNews service photo from Jones' unsuccessful 1944 campaign for Washington State TreasurerMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeJanuary 3, 1947 – January 3, 1949Preceded byHugh De LacySucceeded byHugh Mitchell
Personal detailsBornHomer Raymond Jones(1893-09-03)September 3, 1893Martinsburg, Missouri, U.S.DiedNovember 26, 1970(1970-11-26) (aged 77)Bremerton, Washington, U.S.Political partyRepublican","https://en.wikipedia.org/wiki/Homer_R._Jones"
"138","Thor C. Tollefson","Thor C. TollefsonMember of the U.S. House of Representativesfrom Washington's 6th districtIn officeJanuary 3, 1947 – January 3, 1965Preceded byJohn M. CoffeeSucceeded byFloyd Hicks
Personal detailsBorn(1901-05-02)May 2, 1901Perley, MinnesotaDiedDecember 30, 1982(1982-12-30) (aged 81)Tacoma, WashingtonPolitical partyRepublicanAlma materUniversity of Washington","https://en.wikipedia.org/wiki/Thor_C._Tollefson"
"139","Hugh Mitchell (politician)","Hugh Burnton MitchellMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeJanuary 3, 1949 – January 3, 1953Preceded byHomer JonesSucceeded byThomas PellyUnited States Senatorfrom WashingtonIn officeJanuary 10, 1945 – December 25, 1946Preceded byMonrad WallgrenSucceeded byHarry P. Cain
Personal detailsBorn(1907-03-22)March 22, 1907Great Falls, MontanaDiedJune 10, 1996(1996-06-10) (aged 89)Seattle, WashingtonPolitical partyDemocratic","https://en.wikipedia.org/wiki/Hugh_B._Mitchell"
"140","Russell V. Mack","Russell V. MackMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJuly 7, 1947 – March 28, 1960Preceded byFred B. NormanSucceeded byJulia Butler Hansen
Personal detailsBorn(1891-06-13)June 13, 1891Hillman, MichiganDiedMarch 28, 1960(1960-03-28) (aged 68)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Russell_V._Mack"
"141","Thomas Pelly","Thomas PellyMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeJanuary 3, 1953 – January 3, 1973Preceded byHugh MitchellSucceeded byJoel Pritchard
Personal detailsBornThomas Minor Pelly(1902-08-22)August 22, 1902Seattle, Washington, U.S.DiedNovember 21, 1973(1973-11-21) (aged 71)Ojai, California, U.S.Political partyRepublican","https://en.wikipedia.org/wiki/Thomas_Pelly"
"142","Jack Westland","Jack WestlandMember of the U.S. House of Representativesfrom Washington's 2nd districtIn officeJanuary 3, 1953 – January 3, 1965Preceded byScoop JacksonSucceeded byLloyd Meeds
Personal detailsBornAlfred John Westland(1904-12-14)December 14, 1904Everett, Washington, U.S.DiedNovember 3, 1982(1982-11-03) (aged 77)Pebble Beach, California, U.S.Political partyRepublicanSpouse(s)Marcia Westland(m. 1931; div. 1957)Helen Geis (m. 1959)Alma materUniversity of Washington Law School","https://en.wikipedia.org/wiki/Jack_Westland"
"143","Donald H. Magnuson","Donald H. MagnusonMember of the U.S. House of Representativesfrom Washington's 7th districtIn officeJanuary 3, 1959 – January 3, 1963Preceded byDistrict CreatedSucceeded byK. William StinsonMember of the U.S. House of Representativesfrom Washington's At-large districtIn officeJanuary 3, 1953 – January 3, 1959Preceded byDistrict ReestablishedSucceeded byDistrict Eliminated
Personal detailsBorn(1911-03-07)March 7, 1911Freeman, WashingtonDiedOctober 5, 1979(1979-10-05) (aged 68)Seattle, WashingtonCause of deathHeart attackResting placeEvergreen Washelli Memorial Park, SeattlePolitical partyDemocraticAlma materUniversity of Washington, 1931Spokane University (attended)ProfessionJournalist","https://en.wikipedia.org/wiki/Donald_H._Magnuson"
"144","Catherine Dean May","Catherine Dean MayCampaign postcard (detail)Member of the U.S. House of Representativesfrom Washington's 4th districtIn officeJanuary 3, 1959 – January 3, 1971Preceded byHal HolmesSucceeded byMike McCormack
Personal detailsBornCatherine Dean Barnes(1914-05-18)May 18, 1914Yakima, Washington, U.S.DiedMay 28, 2004(2004-05-28) (aged 90)Rancho Mirage, California, U.S.Political partyRepublican","https://en.wikipedia.org/wiki/Catherine_Dean_May"
"145","Julia Butler Hansen","Julia Butler HansenMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeNovember 8, 1960 – December 31, 1974Preceded byRussell V. MackSucceeded byDon BonkerMember of the Washington House of Representativesfrom the 18th districtIn officeJanuary 9, 1939 – November 8, 1960Preceded byJoseph GardnerSucceeded byArlie DeJarnatt
Personal detailsBornJulia Caroline Butler(1907-06-14)June 14, 1907Portland, Oregon, U.S.DiedMay 3, 1988(1988-05-03) (aged 80)Cathlamet, Washington, U.S.Political partyDemocraticSpouse(s)Henry HansenEducationOregon State UniversityUniversity of Washington, Seattle (BA)","https://en.wikipedia.org/wiki/Julia_Butler_Hansen"
"146","K. William Stinson","K. William StinsonMember of the U.S. House of Representativesfrom Washington's 7th districtIn officeJanuary 3, 1963 – January 3, 1965Preceded byDonald H. MagnusonSucceeded byBrock Adams
Personal detailsBornKaye William Stinson(1930-04-20)April 20, 1930Grand Rapids, Michigan, U.S.DiedJanuary 9, 2002(2002-01-09) (aged 71)Cabo San Lucas, MexicoResting placeWillamette National Cemetery, Portland, Oregon, U.S.Political partyRepublicanAlma materGrand Rapids Junior College (attended)University of Michigan (A.B.)ProfessionWestinghouse executive, sporting goods store operator, authorMilitary serviceAllegiance United StatesBranch/service United States NavyYears of service1953–1956 (3 years, 5 months)Rank Lieutenant, junior gradeBattles/warsKorean War","https://en.wikipedia.org/wiki/K._William_Stinson"
"147","Lloyd Meeds","Lloyd MeedsMember of the U.S. House of Representativesfrom Washington's 2nd districtIn officeJanuary 3, 1965 – January 3, 1979Preceded byJack WestlandSucceeded byAl Swift
Personal detailsBorn(1927-12-11)December 11, 1927Dillon, MontanaDiedAugust 18, 2005(2005-08-18) (aged 77)Church Creek, MarylandResting placeArlington National CemeteryArlington, VirginiaPolitical partyDemocraticSpouse(s)Mary Yang Meeds (his death)Barbara Meeds (divorce)Children3Alma materGonzaga University, (LL.B. 1958)[1]Everett Junior College, 1950Military serviceAllegiance United StatesBranch/service United States NavyYears of service1946–1947RankSPI3Battles/warsCold War","https://en.wikipedia.org/wiki/Lloyd_Meeds"
"148","Tom Foley","Tom Foley49th Speaker of the United StatesHouse of RepresentativesIn officeJune 6, 1989 – January 3, 1995Preceded byJim WrightSucceeded byNewt GingrichLeader of the House Democratic CaucusIn officeJune 6, 1989 – January 3, 1995Preceded byJim WrightSucceeded byDick Gephardt25th United States Ambassador to JapanIn officeNovember 19, 1997 – April 1, 2001PresidentBill ClintonGeorge W. BushPreceded byWalter MondaleSucceeded byHoward BakerChair of the President's Intelligence Advisory BoardIn officeJanuary 16, 1996 – November 19, 1997PresidentBill ClintonPreceded byWarren Rudman (acting)Succeeded byWarren RudmanHouse Majority LeaderIn officeJanuary 3, 1987 – June 6, 1989SpeakerJim WrightPreceded byJim WrightSucceeded byDick GephardtHouse Majority WhipIn officeJanuary 3, 1981 – January 3, 1987LeaderTip O'NeillPreceded byJohn BrademasSucceeded byTony CoelhoChair of the House Agriculture CommitteeIn officeJanuary 3, 1975 – January 3, 1981Preceded byWilliam PoageSucceeded byKika de la GarzaMember of the U.S. House of Representativesfrom Washington's 5th districtIn officeJanuary 3, 1965 – January 3, 1995Preceded byWalt HoranSucceeded byGeorge Nethercutt
Personal detailsBornThomas Stephen Foley(1929-03-06)March 6, 1929Spokane, Washington, U.S.DiedOctober 18, 2013(2013-10-18) (aged 84)Washington, D.C., U.S.Political partyDemocraticSpouse(s)Heather Strachan (m. 1968)EducationGonzaga UniversityUniversity of Washington (BA, JD)","https://en.wikipedia.org/wiki/Tom_Foley"
"149","Floyd Hicks","Floyd Verne HicksAssociate Justice of the Washington Supreme CourtIn office1977–1982Member of theU.S. House of Representativesfrom Washington's 6th districtIn officeJanuary 3, 1965 – January 3, 1977Preceded byThor C. TollefsonSucceeded byNorm Dicks
Personal detailsBornFloyd Verne HicksMay 29, 1915Prosser, Washington, U.S.DiedDecember 1, 1992(1992-12-01) (aged 77)Tacoma, Washington, U.S.Alma materCentral Washington University (B.Ed)University of Washington (JD)","https://en.wikipedia.org/wiki/Floyd_Verne_Hicks"
"150","Brock Adams","Brock AdamsUnited States Senatorfrom WashingtonIn officeJanuary 3, 1987 – January 3, 1993Preceded bySlade GortonSucceeded byPatty Murray5th United States Secretary of TransportationIn officeJanuary 23, 1977 – July 20, 1979PresidentJimmy CarterPreceded byWilliam Thaddeus Coleman Jr.Succeeded byNeil GoldschmidtChair of the House Budget CommitteeIn officeJanuary 3, 1975 – January 3, 1977Preceded byAl UllmanSucceeded byRobert GiaimoMember of the U.S. House of Representativesfrom Washington's 7th districtIn officeJanuary 3, 1965 – January 22, 1977Preceded byK. William StinsonSucceeded byJohn E. CunninghamUnited States Attorney for the Western District of WashingtonIn office1961–1964PresidentJohn F. KennedyLyndon B. JohnsonPreceded byCharles MoriartySucceeded byWilliam Goodwin
Personal detailsBornBrockman Adams(1927-01-13)January 13, 1927Atlanta, Georgia, U.S.DiedSeptember 10, 2004(2004-09-10) (aged 77)Stevensville, Maryland, U.S.Political partyDemocraticSpouse(s)Mary AdamsEducationUniversity of Washington, Seattle (BA)Harvard University (LLB)Military serviceAllegiance United StatesBranch/service United States NavyYears of service1944–1946","https://en.wikipedia.org/wiki/Brock_Adams"
"151","Joel Pritchard","Joel Pritchard14th Lieutenant Governor of WashingtonIn officeJanuary 11, 1989 – January 15, 1997GovernorBooth GardnerMike LowryPreceded byJohn CherbergSucceeded byBrad OwenMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeJanuary 3, 1973 – January 3, 1985Preceded byThomas M. PellySucceeded byJohn R. MillerMember of the Washington Senatefrom the 36th districtIn officeJanuary 9, 1967 – January 11, 1971Preceded byCharles P. Moriarty, Jr.Succeeded byJohn S. MurrayMember of the Washington House of Representativesfrom the 36th districtIn officeJanuary 12, 1959 – January 9, 1967Preceded byGladys KirkSucceeded byJohn S. Murray
Personal detailsBornMay 5, 1925Seattle, WashingtonDiedOctober 9, 1997(1997-10-09) (aged 72)Olympia, WashingtonPolitical partyRepublicanProfessionPolitician, businessmanMilitary serviceAllegianceUnited StatesBranch/service United States ArmyYears of service1944–1946RankSergeantBattles/warsWorld War II","https://en.wikipedia.org/wiki/Joel_Pritchard"
"152","Don Bonker","Don BonkerMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJanuary 3, 1975 – January 3, 1989Preceded byJulia Butler HansenSucceeded byJolene Unsoeld
Personal detailsBorn (1937-03-07) March 7, 1937 (age 82)Denver, ColoradoPolitical partyDemocraticAlma materClark College,Lewis & Clark College,American University","https://en.wikipedia.org/wiki/Don_Bonker"
"153","Norm Dicks","Norm DicksMember of the U.S. House of Representativesfrom Washington's 6th districtIn officeJanuary 3, 1977 – January 3, 2013Preceded byFloyd HicksSucceeded byDerek Kilmer
Personal detailsBornNorman DeValois Dicks (1940-12-16) December 16, 1940 (age 79)Bremerton, Washington, U.S.Political partyDemocraticSpouse(s)Suzanne CallisonResidenceBelfair, Washington, U.S.EducationUniversity of Washington (B.A., J.D.)OccupationAttorney","https://en.wikipedia.org/wiki/Norman_D._Dicks"
"154","Al Swift","Al SwiftMember of the U.S. House of Representativesfrom Washington's 2nd districtIn officeJanuary 3, 1979 – January 3, 1995Preceded byLloyd MeedsSucceeded byJack Metcalf
Personal detailsBornAllan Byron Swift(1935-09-12)September 12, 1935Tacoma, Washington, U.S.DiedApril 20, 2018(2018-04-20) (aged 82)Alexandria, Virginia, U.S.Political partyDemocraticAlma materCentral Washington University","https://en.wikipedia.org/wiki/Al_Swift"
"155","Mike Lowry","Mike Lowry20th Governor of WashingtonIn officeJanuary 13, 1993 – January 15, 1997LieutenantJoel PritchardPreceded byBooth GardnerSucceeded byGary LockeMember of the U.S. House of Representativesfrom Washington's 7th districtIn officeJanuary 3, 1979 – January 3, 1989Preceded byJack CunninghamSucceeded byJim McDermott
Personal detailsBornMichael Edward Lowry(1939-03-08)March 8, 1939St. John, Washington, U.S.DiedMay 1, 2017(2017-05-01) (aged 78)Olympia, Washington, U.S.Resting placeBethel Cemetery Steptoe, WashingtonPolitical partyDemocraticSpouse(s)Mary Lowry(m. 1968; his death 2017)EducationWashington State University (BA)","https://en.wikipedia.org/wiki/Mike_Lowry"
"156","Sid Morrison","Sid MorrisonMorrison in 1991Member of the U.S. House of Representativesfrom Washington's 4th districtIn officeJanuary 3, 1981 – January 3, 1993Preceded byMike McCormackSucceeded byJay InsleeMember of the Washington Senatefrom the 15th districtIn officeJanuary 13, 1975 – November 12, 1980Preceded byPerry B. WoodallSucceeded byIrving NewhouseMember of the Washington House of Representatives from the 15th districtIn officeJanuary 9, 1967 – January 13, 1975Preceded byDamon R. CanfieldSucceeded byAlex A. Deccio
Personal detailsBornSidney Wallace Morrison (1933-05-13) May 13, 1933 (age 86)Yakima, Washington, U.S.Political partyRepublicanAlma materYakima Valley CollegeWashington State UniversityMilitary serviceAllegiance United StatesBranch/serviceUnited States ArmyYears of service1954–1956","https://en.wikipedia.org/wiki/Sid_Morrison"
"157","Rod Chandler","Rod ChandlerMember of the U.S. House of Representativesfrom Washington's 8th districtIn officeJanuary 3, 1983 – January 3, 1993Preceded bydistrict createdSucceeded byJennifer DunnMember of the Washington House of Representativesfrom the 45th legislative districtIn officeJanuary 13, 1975 (1975-01-13) – January 10, 1983 (1983-01-10)Preceded byAlan BluechelSucceeded byJohn W. Betrozoff
Personal detailsBornRodney Dennis Chandler (1942-07-13) July 13, 1942 (age 77)La Grande, Oregon, U.S.Political partyRepublicanSpouse(s)Joyce ChandlerChildrenJohnAmandaResidenceRedmond, Washington (former)Aurora, Colorado (current)Alma materEastern Oregon College (B.S.)University of Nevada, Las Vegas (M.Ed.)ProfessionTV news correspondentPublic relations consultantTeacherWebsiteCongressional BiographyMilitary serviceAllegiance United StatesBranch/serviceOregon Army National GuardYears of service1959 – 1964 (5 years)","https://en.wikipedia.org/wiki/Rod_Chandler"
"158","Jolene Unsoeld","Jolene UnsoeldMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJanuary 3, 1989 – January 3, 1995Preceded byDon BonkerSucceeded byLinda Smith
Personal detailsBorn (1931-12-03) December 3, 1931 (age 88)Corvallis, OregonPolitical partyDemocratic","https://en.wikipedia.org/wiki/Jolene_Unsoeld"
