"","politician_name","vcard","url"
"3767","J. Hamilton Lewis","Hamilton LewisSenate Majority WhipIn officeMarch 4, 1933 – April 9, 1939LeaderJoe RobinsonAlben W. BarkleyPreceded bySimeon D. FessSucceeded bySherman MintonIn officeMay 28, 1913 – March 3, 1919LeaderJohn W. KernThomas S. MartinPreceded byPosition establishedSucceeded byCharles CurtisUnited States Senatorfrom IllinoisIn officeMarch 4, 1931 – April 9, 1939Preceded byCharles S. DeneenSucceeded byJames M. SlatteryIn officeMarch 26, 1913 – March 3, 1919Preceded byShelby CullomSucceeded byMedill McCormickMember of the U.S. House of Representativesfrom Washington's at-large districtIn officeMarch 4, 1897 – March 3, 1899Preceded byWilliam H. DoolittleSucceeded byFrancis W. Cushman
Personal detailsBornJames Hamilton Lewis(1863-05-18)May 18, 1863Danville, Virginia, U.S.DiedApril 9, 1939(1939-04-09) (aged 75)Washington, D.C., U.S.Political partyDemocraticEducationUniversity of VirginiaOhio Northern UniversityBaylor University","https://en.wikipedia.org/wiki/J._Hamilton_Lewis"
"3768","Paul Douglas","Paul DouglasUnited States Senatorfrom IllinoisIn officeJanuary 3, 1949 – January 3, 1967Preceded byCharles W. BrooksSucceeded byCharles H. Percy
Personal detailsBornPaul Howard Douglas(1892-03-26)March 26, 1892Salem, Massachusetts, U.SDiedSeptember 24, 1976(1976-09-24) (aged 84)Washington, D.C., U.SPolitical partyDemocraticSpouse(s)Dorothy Wolff(m. 1915; div. 1930)Emily Taft Douglas (m. 1931)Alma materBowdoin CollegeColumbia UniversityHarvard UniversityProfessionEconomistMilitary serviceAllegiance United StatesBranch/service United States Marine CorpsYears of service1942–1945Rank Lieutenant colonelBattles/warsWorld War IIAwards Bronze Star Purple Heart (2)Paul DouglasDoctoraladvisorEdwin Robert Anderson SeligmanDoctoralstudentsMartin Bronfenbrenner","https://en.wikipedia.org/wiki/Paul_Douglas"
"3769","Charles H. Percy","Charles H. PercyChair of the Senate Foreign Relations CommitteeIn officeJanuary 3, 1981 – January 3, 1985Preceded byFrank ChurchSucceeded byRichard LugarUnited States Senatorfrom IllinoisIn officeJanuary 3, 1967 – January 3, 1985Preceded byPaul DouglasSucceeded byPaul Simon
Personal detailsBornCharles Harting Percy(1919-09-27)September 27, 1919Pensacola, Florida, U.S.DiedSeptember 17, 2011(2011-09-17) (aged 91)Washington, D.C., U.S.Resting placeOak Hill CemeteryPolitical partyRepublicanSpouse(s)Jeanne Valerie Dickerson(m. 1943; died 1947)Loraine Diane Guyer (m. 1950)Children5 (including Sharon)EducationUniversity of Chicago (BA)Military serviceAllegiance United StatesBranch/service United States NavyYears of service1943–1945Rank LieutenantBattles/warsWorld War II[1][2][3]","https://en.wikipedia.org/wiki/Charles_H._Percy"
"3770","Alan J. Dixon","Alan J. DixonUnited States Senatorfrom IllinoisIn officeJanuary 3, 1981 – January 3, 1993Preceded byAdlai Stevenson IIISucceeded byCarol Moseley Braun34th Secretary of State of IllinoisIn officeJanuary 10, 1977 – January 12, 1981GovernorJames R. ThompsonPreceded byMichael HowlettSucceeded byJim Edgar65th Treasurer of IllinoisIn officeJanuary 11, 1971 – January 10, 1977GovernorRichard B. OgilvieDan WalkerPreceded byCharles W. WoodfordSucceeded byDonald R. Smith
Personal detailsBornAlan John Dixon(1927-07-07)July 7, 1927Belleville, Illinois, U.S.DiedJuly 6, 2014(2014-07-06) (aged 86)Fairview Heights, Illinois, U.S.Political partyDemocraticEducationUniversity of Illinois, Urbana-Champaign (BA)Washington University (JD)Military serviceAllegiance United StatesBranch/service United States NavyBattles/warsWorld War II","https://en.wikipedia.org/wiki/Alan_J._Dixon"
"3771","Carol Moseley Braun","Carol Moseley BraunUnited States Ambassador to New Zealand and SamoaIn officeDecember 15, 1999 – March 1, 2001PresidentBill ClintonGeorge W. BushPreceded byJoe BeemanSucceeded byCharles SwindellsUnited States Senatorfrom IllinoisIn officeJanuary 3, 1993 – January 3, 1999Preceded byAlan DixonSucceeded byPeter FitzgeraldRecorder of Deeds of Cook CountyIn officeDecember 1, 1988 – December 1, 1992Preceded byHarry ""Bus"" YourellSucceeded byJesse WhiteMember of the Illinois House of Representativesfrom the 25th districtIn officeJanuary 12, 1983 – December 1, 1988Preceded byConstituency establishedSucceeded byDonne TrotterMember of the Illinois House of Representativesfrom the 24th districtIn officeJanuary 5, 1979 – January 12, 1983Preceded byRobert MannSucceeded byConstituency abolished
Personal detailsBornCarol Elizabeth Moseley (1947-08-16) August 16, 1947 (age 72)Chicago, Illinois, U.S.Political partyDemocraticSpouse(s)Michael Braun(m. 1973; div. 1986)Children1EducationUniversity of Illinois, Urbana-ChampaignUniversity of Illinois, Chicago (BA)University of Chicago (JD)","https://en.wikipedia.org/wiki/Carol_Moseley_Braun"
"3772","John W. Thomas","John W. ThomasUnited States Senatorfrom IdahoIn officeJune 30, 1928 – March 3, 1933January 27, 1940 – November 10, 1945Preceded byFrank Gooding (1928)William Borah (1940)Succeeded byJames Pope (1933)Charles Gossett (1945)
Personal detailsBornJohn William ThomasJanuary 4, 1874Prairie View, KansasDiedNovember 10, 1945(1945-11-10) (aged 71)Washington, D.C.Resting placeElmwood CemeteryGooding, IdahoNationalityUnited StatesPolitical partyRepublicanSpouse(s)Florence Johnson Thomas(1873–1943)(m. 1906–1943, her death)[1]Children1 daughter:Mary Elizabeth ThomasPeavey Brooks (1907–2002)ResidenceGoodingAlma materCentral Normal College (KS)ProfessionTeacher, Banker","https://en.wikipedia.org/wiki/John_W._Thomas"
"3773","Leonard B. Jordan","Len JordanUnited States Senatorfrom IdahoIn officeAugust 6, 1962 – January 3, 1973Preceded byHenry DworshakSucceeded byJim McClure23rd Governor of IdahoIn officeJanuary 1, 1951 – January 3, 1955LieutenantEdson H. DealPreceded byC. A. RobinsSucceeded byRobert Smylie
Personal detailsBornLeonard Beck Jordan(1899-05-15)May 15, 1899Mount Pleasant, UtahDiedJune 30, 1983(1983-06-30) (aged 84)Boise, IdahoResting placeCloverdale Memorial Park, BoiseNationalityAmericanPolitical partyRepublicanSpouse(s)Grace Edgington Jordan (m. 1924–1983, his death)Children2 sons, 1 daughterResidenceBoise, (Grangeville in 1950)Alma materUniversity of Oregon, 1923ProfessionAgricultureMilitary serviceAllegiance United StatesBranch/service U.S. ArmyYears of service1917–1919Rank  Second lieutenantUnit(machine gun company)Battles/warsWorld War I  (stateside)","https://en.wikipedia.org/wiki/Len_Jordan"
"3774","William Borah","William BorahUnited States Senatorfrom IdahoIn officeMarch 4, 1907 – January 19, 1940Preceded byFred DuboisSucceeded byJohn W. ThomasChairman of the Senate Committee on Foreign RelationsIn officeDecember 1, 1924 – March 4, 1933Preceded byHenry Cabot LodgeSucceeded byKey PittmanDean of the United States SenateIn officeMarch 4, 1933 – January 19, 1940Preceded byReed SmootSucceeded byEllison D. Smith
Personal detailsBornWilliam Edgar Borah(1865-06-29)June 29, 1865near Fairfield, IllinoisDiedJanuary 19, 1940(1940-01-19) (aged 74)Washington, D.C.Political partyRepublicanOther politicalaffiliationsSilver Republican (1896–1899)Spouse(s)Mary McConnell Borah(m. 1895–1940, his death)ParentsWilliam Nathan BorahElizabeth West BorahAlma materUniversity of Kansas(attended)ProfessionAttorneyNickname(s)The Lion of Idaho[1]","https://en.wikipedia.org/wiki/William_E._Borah"
"3775","Frank R. Gooding","Frank R. GoodingUnited States Senatorfrom IdahoIn officeJanuary 15, 1921 – June 24, 1928Preceded byJohn F. NugentSucceeded byJohn W. Thomas7th Governor of IdahoIn officeJanuary 2, 1905 – January 4, 1909LieutenantBurpee L. SteevesEzra A. BurrellPreceded byJohn T. MorrisonSucceeded byJames H. Brady
Personal detailsBornFrank Robert Gooding(1859-09-16)September 16, 1859Tiverton, Devon, EnglandDiedJune 24, 1928(1928-06-24) (aged 68)Gooding, IdahoResting placeElmwood Cemetery (Gooding, Idaho)Political partyRepublicanSpouse(s)Amanda ThomasChildren1 son, 2 daughters [1]ResidenceGooding, IdahoProfessionAgriculture","https://en.wikipedia.org/wiki/Frank_R._Gooding"
"3776","Glen H. Taylor","Glen H. TaylorUnited States Senatorfrom IdahoIn officeJanuary 3, 1945 – January 3, 1951Preceded byD. Worth ClarkSucceeded byHerman Welker
Personal detailsBornGlen Hearst Taylor(1904-04-12)April 12, 1904Portland, Oregon, U.S.DiedApril 28, 1984(1984-04-28) (aged 80)Burlingame, California, U.S.Resting placeSkylawn Memorial ParkSan Mateo, California, U.S.Political partyDemocratic (before 1948, 1950 onwards)Other politicalaffiliationsProgressive (1948–1949)Spouse(s)Dora Marie Pike Taylor(1903–1997) (aged 93)(m. 1930–1984, his death)Children3 sonsParentsPleasant John Taylor(1856–1938)Olive Higgins Taylor(1867–1939)Professionactor musician,entrepreneur","https://en.wikipedia.org/wiki/Glen_H._Taylor"
"3777","Bert H. Miller","Bert H. MillerUnited States Senatorfrom IdahoIn officeJanuary 3, 1949 – October 8, 1949Preceded byHenry DworshakSucceeded byHenry DworshakJustice of the Idaho Supreme CourtIn office1945 (1945) – 1948 (1948)Preceded byS. Ben DunlapSucceeded byC.J. TaylorAttorney General of IdahoIn officeJanuary 2, 1933 – January 3, 1937GovernorC. Ben RossPreceded byFred J. BabcockSucceeded byJ. W. TaylorIn officeJanuary 6, 1941 – January 3, 1945GovernorChase A. ClarkC. A. BottolfsenPreceded byJ. W. TaylorSucceeded byFrank Langley
Personal detailsBorn(1876-12-15)December 15, 1876St. George, Utah TerritoryDiedOctober 8, 1949(1949-10-08) (aged 72)Washington, D.C.Resting placeMorris Hill CemeteryBoise, IdahoPolitical partyDemocraticSpouse(s)Carolin Hopkins Miller(1887–1984)(m. 1916–1949, his death)ChildrenLee Francis MillerPatricia Ann Miller HawleyResidenceBoiseAlma materBrigham Young UniversityCumberland Law SchoolProfessionAttorney","https://en.wikipedia.org/wiki/Bert_H._Miller"
"3778","Herman Welker","Herman WelkerUnited States Senatorfrom IdahoIn officeJanuary 3, 1951 – January 3, 1957Preceded byGlen H. TaylorSucceeded byFrank Church
Personal detailsBornHerman Orville Welker[1](1906-12-11)December 11, 1906Cambridge, IdahoDiedOctober 30, 1957(1957-10-30) (aged 50)Bethesda, MarylandResting placeArlington National CemeteryArlington, VirginiaNationalityUnited StatesPolitical partyRepublicanSpouse(s)Gladys Taylor Pence Welker(1908–1991)(m. 1930–1957, his death)ChildrenNancy Welker (b. 1940)ResidencePayetteAlma materUniversity of IdahoCollege of Law, LL.B. 1929ProfessionAttorneyMilitary serviceAllegiance United StatesBranch/service U.S. Army Air ForcesYears of service1943–44RankCorporalBattles/warsWorld War II","https://en.wikipedia.org/wiki/Herman_Welker"
"3779","Frank Church","Frank ChurchChair of the Senate Foreign Relations CommitteeIn officeJanuary 3, 1979 – January 3, 1981Preceded byJohn SparkmanSucceeded byCharles H. PercyChair of the Senate Aging CommitteeIn officeJanuary 3, 1971 – January 3, 1979Preceded byHarrison A. WilliamsSucceeded byLawton ChilesUnited States Senatorfrom IdahoIn officeJanuary 3, 1957 – January 3, 1981Preceded byHerman WelkerSucceeded bySteve Symms
Personal detailsBornFrank Forrester Church III(1924-07-25)July 25, 1924Boise, Idaho, U.S.DiedApril 7, 1984(1984-04-07) (aged 59)Bethesda, Maryland, U.S.Political partyDemocraticSpouse(s)Bethine Clark (m. 1947)Children2 (including Frank)EducationStanford University (BA, LLB)Harvard UniversityMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1943–1946Rank Second LieutenantUnitMilitary intelligenceBattles/warsWorld War II • China Burma India Theater","https://en.wikipedia.org/wiki/Frank_Church"
"3780","Dirk Kempthorne","Dirk Kempthorne49th United States Secretary of the InteriorIn officeJune 7, 2006 – January 20, 2009PresidentGeorge W. BushPreceded byGale NortonSucceeded byKen SalazarChair of the National Governors AssociationIn officeAugust 19, 2003 – July 20, 2004Preceded byPaul PattonSucceeded byMark Warner30th Governor of IdahoIn officeJanuary 8, 1999 – May 26, 2006LieutenantButch OtterJack RiggsJim RischPreceded byPhil BattSucceeded byJim RischUnited States Senatorfrom IdahoIn officeJanuary 3, 1993 – January 3, 1999Preceded bySteve SymmsSucceeded byMike CrapoMayor of BoiseIn office1986–1993Preceded byRichard EardleySucceeded byH. Brent Coles
Personal detailsBornDirk Arthur Kempthorne (1951-10-29) October 29, 1951 (age 68)San Diego, California, U.S.Political partyRepublicanSpouse(s)Patricia Kempthorne (1977–present)Children2EducationSan Bernardino Valley CollegeUniversity of Idaho, Moscow (BA)","https://en.wikipedia.org/wiki/Dirk_Kempthorne"
"3781","Jim Risch","Jim RischUnited States Senatorfrom IdahoIncumbentAssumed office January 3, 2009Serving with Mike CrapoPreceded byLarry CraigChair of the Senate Foreign Relations CommitteeIncumbentAssumed office January 3, 2019Preceded byBob CorkerChair of the Senate Small Business CommitteeIn officeJanuary 3, 2017 – January 3, 2019Preceded byDavid VitterSucceeded byMarco Rubio31st Governor of IdahoIn officeMay 26, 2006 – January 1, 2007LieutenantMark RicksPreceded byDirk KempthorneSucceeded byButch Otter39th and 41st Lieutenant Governor of IdahoIn officeJanuary 1, 2007 – January 3, 2009GovernorButch OtterPreceded byMark RicksSucceeded byBrad LittleIn officeJanuary 3, 2003 – May 26, 2006GovernorDirk KempthornePreceded byJack RiggsSucceeded byMark RicksPresident pro tempore of the Idaho SenateIn office1982–1988Preceded byReed BudgeSucceeded byMike CrapoMember of the Idaho Senatefrom the 18th districtIn office1995–2002Preceded byRoger MadsenSucceeded bySheila SorensenMember of the Idaho Senatefrom the 21st districtIn office1974–1988Succeeded byMike Burkett
Personal detailsBornJames Elroy Risch (1943-05-03) May 3, 1943 (age 76)Milwaukee, Wisconsin, U.S.Political partyRepublicanSpouse(s)Vicki Risch (m. 1968)Children3EducationUniversity of Wisconsin–MilwaukeeUniversity of Idaho (BS, JD)Net worth$15.6 million (2018)[1]SignatureWebsiteSenate website","https://en.wikipedia.org/wiki/Jim_Risch"
"3782","Hiram Fong","Hiram Fong.mw-parser-output .nobold{font-weight:normal}<U+913A><U+53CB><U+826F>United States Senatorfrom HawaiiIn officeAugust 21, 1959 – January 3, 1977Preceded bySeat establishedSucceeded bySpark MatsunagaSpeaker of the Hawaii House of RepresentativesIn office1948–1954Preceded byManuel PaschoalSucceeded byCharles E. KauhaneMember of the Hawaii House of Representativesfrom the 5th districtIn office1938–1954
Personal detailsBornYau Leong Fong(1906-10-15)October 15, 1906Honolulu, Hawaii Territory, U.S.DiedAugust 18, 2004(2004-08-18) (aged 97)Kahaluu, Hawaii, U.S.Political partyRepublicanSpouse(s)Ellyn LoChildren4EducationUniversity of Hawaii, Manoa (BA)Harvard Law School (LLB)OccupationBusinessman, lawyer, politicianMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1942–1945Rank MajorUnit United States Army Air Forces • Seventh Air ForceBattles/warsWorld War II","https://en.wikipedia.org/wiki/Hiram_Fong"
"3783","Oren E. Long","Oren LongUnited States Senatorfrom HawaiiIn officeAugust 21, 1959 – January 3, 1963Preceded byPosition establishedSucceeded byDan InouyeGovernor of HawaiiIn officeMay 8, 1951 – February 28, 1953Preceded byIngram StainbackSucceeded bySamuel King
Personal detailsBornOren Ethelbirt Long(1889-03-04)March 4, 1889Altoona, Kansas, U.S.DiedMay 6, 1965(1965-05-06) (aged 76)Honolulu, Hawaii, U.S.Resting placeOahu CemeteryPolitical partyDemocraticSpouse(s)Ida GenevaEducationJohnson University (BA)University of Michigan, Ann Arbor (MA)Columbia University (MA)Military serviceAllegiance United StatesBranch/service United States ArmyBattles/warsWorld War II","https://en.wikipedia.org/wiki/Oren_E._Long"
"3784","Brian Schatz","Brian SchatzUnited States Senatorfrom HawaiiIncumbentAssumed office December 26, 2012Serving with Mazie HironoPreceded byDaniel Inouye11th Lieutenant Governor of HawaiiIn officeDecember 6, 2010 – December 26, 2012GovernorNeil AbercrombiePreceded byDuke AionaSucceeded byShan TsutsuiChair of the Hawaii Democratic PartyIn officeMay 2008 – January 2010Preceded byJeani WithingtonSucceeded byDante CarpenterMember of the Hawaii House of RepresentativesIn officeNovember 3, 1998 – November 7, 2006Preceded bySam AionaSucceeded byDella Au BelattiConstituency24th district (1998–2002)25th district (2002–2006)
Personal detailsBornBrian Emanuel Schatz (1972-10-20) October 20, 1972 (age 47)Ann Arbor, Michigan, U.S.Political partyDemocraticSpouse(s)Linda Kwok Kai YunChildren2EducationPomona College (BA)SignatureWebsiteSenate website","https://en.wikipedia.org/wiki/Brian_Schatz"
"3785","Walter F. George","Walter F. GeorgeGeorge in 1922President pro tempore of the United States SenateIn officeJanuary 5, 1955 – January 3, 1957Preceded byStyles BridgesSucceeded byCarl HaydenUnited States Senatorfrom GeorgiaIn officeNovember 22, 1922 – January 3, 1957Preceded byRebecca L. FeltonSucceeded byHerman TalmadgeAssociate Justice of the Georgia Supreme CourtIn office1917 – 1922Appointed byHugh Dorsey
Personal detailsBornWalter Franklin George(1878-01-29)January 29, 1878Preston, Georgia, U.S.DiedAugust 4, 1957(1957-08-04) (aged 79)Vienna, Georgia, U.S.NationalityAmericanPolitical partyDemocraticSpouse(s)Lucy Heard GeorgeAlma materMercer University","https://en.wikipedia.org/wiki/Walter_F._George_"
"3786","Richard Russell Jr.","Richard Russell Jr.President pro tempore of the United States SenateIn officeJanuary 3, 1969 – January 21, 1971Preceded byCarl HaydenSucceeded byAllen J. EllenderChair of the Senate Committee on AppropriationsIn officeJanuary 3, 1969 – January 21, 1971LeaderMike MansfieldPreceded byCarl HaydenSucceeded byAllen EllenderChair of the Senate Committee on Armed ServicesIn officeJanuary 3, 1955 – January 3, 1969LeaderLyndon B. JohnsonMike MansfieldPreceded byLeverett SaltonstallSucceeded byJohn C. StennisIn officeJanuary 3, 1951 – January 3, 1953LeaderErnest McFarlandPreceded byMillard TydingsSucceeded byLeverett SaltonstallUnited States Senatorfrom GeorgiaIn officeJanuary 12, 1933 – January 21, 1971Preceded byJohn S. CohenSucceeded byDavid H. Gambrell66th Governor of GeorgiaIn officeJune 27, 1931 – January 10, 1933Preceded byLamartine Griffin HardmanSucceeded byEugene TalmadgeMember of the Georgia House of RepresentativesIn office1921–1931
Personal detailsBornRichard Brevard Russell Jr.(1897-11-02)November 2, 1897Winder, Georgia, U.S.DiedJanuary 21, 1971(1971-01-21) (aged 73)Washington, D.C., U.S.Political partyDemocraticAlma materGordon State College University of Georgia School of LawProfessionAttorneyMilitary serviceAllegiance United StatesBranch/service United States NavyUnitReservesBattles/warsWorld War I","https://en.wikipedia.org/wiki/Richard_Russell_Jr."
"3787","Sam Nunn","Sam NunnChair of the Senate Armed Services CommitteeIn officeJanuary 3, 1987 – January 3, 1995Preceded byBarry GoldwaterSucceeded byStrom ThurmondUnited States Senatorfrom GeorgiaIn officeNovember 8, 1972 – January 3, 1997Preceded byDavid GambrellSucceeded byMax ClelandMember of the Georgia House of Representativesfrom the 41st districtIn officeJanuary 1969 – November 8, 1972Preceded byGlenn PhillipsSucceeded byGuy Hill
Personal detailsBornSamuel Augustus Nunn Jr. (1938-09-08) September 8, 1938 (age 81)Macon, Georgia, U.S.Political partyDemocraticSpouse(s)Colleen O'BrienChildren2, including MichelleEducationGeorgia Institute of TechnologyEmory University (BA, LLB)Military serviceAllegiance United StatesBranch/service United States Coast Guard
United States Coast Guard ReserveYears of service1959–1968","https://en.wikipedia.org/wiki/Sam_Nunn"
"3788","William J. Harris","William J. HarrisUnited States Senatorfrom GeorgiaIn officeMarch 4, 1919 – April 18, 1932Preceded byThomas W. HardwickSucceeded byJohn S. Cohen
Personal detailsBornWilliam Julius Harris(1868-02-03)February 3, 1868Cedartown, GeorgiaDiedApril 18, 1932(1932-04-18) (aged 64)Washington, D.C.Political partyDemocratic","https://en.wikipedia.org/wiki/William_J._Harris"
"3789","Herman Talmadge","Herman TalmadgeUnited States Senatorfrom GeorgiaIn officeJanuary 3, 1957 – January 3, 1981Preceded byWalter F. GeorgeSucceeded byMack F. Mattingly71st Governor of GeorgiaIn officeNovember 17, 1948 – January 11, 1955LieutenantMarvin GriffinPreceded byMelvin E. ThompsonSucceeded byMarvin GriffinIn officeJanuary 14, 1947 – March 18, 1947LieutenantMelvin E. ThompsonPreceded byEllis ArnallSucceeded byMelvin E. ThompsonChair of the Senate Committee on Agriculture, Nutrition and ForestryIn officeJanuary 21, 1971 – January 3, 1981Preceded byAllen EllenderSucceeded byJesse Helms
Personal detailsBornHerman Eugene Talmadge(1913-08-09)August 9, 1913McRae, Georgia, U.S.DiedMarch 21, 2002(2002-03-21) (aged 88)Hampton, Georgia, U.S.NationalityAmericanPolitical partyDemocraticSpouse(s)1st: Betty Shingler, 3rd: Lynda Cowart PierceChildrenHerman Talmadge, Jr.
Robert Shingler TalmadgeAlma materUniversity of GeorgiaProfessionLawyerMilitary serviceAllegiance United StatesBranch/service United States NavyYears of service1941–1945RankLieutenant CommanderBattles/warsWorld War II","https://en.wikipedia.org/wiki/Herman_E._Talmadge"
"3790","Mack Mattingly","Mack MattinglyUnited States Senatorfrom GeorgiaIn officeJanuary 3, 1981 – January 3, 1987Preceded byHerman TalmadgeSucceeded byWyche FowlerUnited States Ambassador to SeychellesIn officeSeptember 22, 1992 – March 1, 1993Appointed byGeorge H.W. BushPreceded byDick CarlsonSucceeded byCarl Stokes
Personal detailsBornMack Francis Mattingly (1931-01-07) January 7, 1931 (age 89)Anderson, Indiana, U.S.Political partyRepublicanSpouse(s)Carolyn (m. 1957<U+2060>–<U+2060>1997)Leslie Davisson (m. 1998)ChildrenJane, AnneAlma materIndiana UniversityMilitary serviceAllegiance United StatesBranch/service United States Air ForceYears of service1951-1955UnitHunter Army Air Field","https://en.wikipedia.org/wiki/Mack_Mattingly"
"3791","Paul Coverdell","Paul CoverdellUnited States Senatorfrom GeorgiaIn officeJanuary 3, 1993 – July 18, 2000Preceded byWyche Fowler, Jr.Succeeded byZell Miller11th Director of the Peace CorpsIn officeMay 2, 1989 – September 4, 1991PresidentGeorge H. W. BushPreceded byLoret Miller RuppeSucceeded byElaine ChaoMember of the Georgia Senatefrom the 40th districtIn officeJanuary 8, 1973 – May 2, 1989Preceded byE. Earl Patton, Jr.Succeeded byMichael J. EganMember of the Georgia Senatefrom the 56th districtIn officeJanuary 11, 1971 – January 8, 1973Preceded byJack HardySucceeded byTom Moore
Personal detailsBornPaul Douglas Coverdell(1939-01-20)January 20, 1939Des Moines, Iowa, U.S.DiedJuly 18, 2000(2000-07-18) (aged 61)Atlanta, Georgia, U.S.NationalityAmericanPolitical partyRepublicanSpouse(s)Nancy Nally CoverdellAlma materUniversity of MissouriMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1962–1964RankCaptain","https://en.wikipedia.org/wiki/Paul_Coverdell"
"3792","Max Cleland","Max ClelandSecretary of the American Battle Monuments CommissionIn officeJune 3, 2009 – January 20, 2017PresidentBarack ObamaPreceded byJohn W. NicholsonSucceeded byWilliam M. Matz Jr.United States Senatorfrom GeorgiaIn officeJanuary 3, 1997 – January 3, 2003Preceded bySam NunnSucceeded bySaxby Chambliss23rd Secretary of State of GeorgiaIn officeJanuary 11, 1983 – January 1996GovernorJoe HarrisZell MillerPreceded byDavid PoythressSucceeded byLewis MasseyAdministrator of Veterans AffairsIn officeJanuary 20, 1977 – January 20, 1981PresidentJimmy CarterPreceded byRichard RoudebushSucceeded byBob NimmoMember of the Georgia Senatefrom the 55th districtIn officeJanuary 11, 1971 – January 13, 1975Preceded byEd ReederSucceeded byBud Stumbaugh
Personal detailsBornJoseph Maxwell Cleland (1942-08-24) August 24, 1942 (age 77)Atlanta, Georgia, U.S.Political partyDemocraticEducationStetson University (BA)Emory University (MA)Military serviceAllegiance United StatesBranch/service United States ArmyYears of service1965–1968Rank CaptainUnit2nd Battalion, 12th Cavalry RegimentBattles/warsVietnam War • Battle of Khe SanhAwardsSilver StarBronze Star with ""V"" DeviceSoldier's MedalNational Defense Service MedalVietnam Service MedalVietnam Campaign Medal","https://en.wikipedia.org/wiki/Max_Cleland"
"3793","David Perdue","David PerdueUnited States Senatorfrom GeorgiaIncumbentAssumed office January 3, 2015Serving with Kelly LoefflerPreceded bySaxby Chambliss
Personal detailsBornDavid Alfred Perdue Jr. (1949-12-10) December 10, 1949 (age 70)Macon, Georgia, U.S.Political partyRepublicanSpouse(s)Bonnie PerdueChildren2RelativesSonny Perdue (cousin)EducationGeorgia Institute of Technology(BS, MS)Net worth$15.8 million (2018)[1]WebsiteSenate website","https://en.wikipedia.org/wiki/David_Perdue"
"3794","Charles O. Andrews","Charles O. AndrewsUnited States Senatorfrom FloridaIn officeNovember 4, 1936 – September 18, 1946Preceded byScott LoftinSucceeded bySpessard HollandMember of the Florida House of RepresentativesIn office1927
Personal detailsBornMarch 7, 1877Ponce de Leon, FloridaDiedSeptember 18, 1946(1946-09-18) (aged 69)Washington, D.C.Political partyDemocraticAlma materUniversity of FloridaMilitary serviceBranch/serviceUnited States National GuardYears of service1903–1905RankCaptainUnitFloridaBattles/warsSpanish–American War","https://en.wikipedia.org/wiki/Charles_O._Andrews"
"3795","Park Trammell","Park TrammellChair of the Senate Naval Affairs CommitteeIn officeMarch 4, 1933 – May 8, 1936Preceded byFrederick HaleSucceeded byDavid I. WalshChair of the Senate Expenditures in the Treasury Department CommitteeIn officeMarch 4, 1917 – March 4, 1919Preceded byJoseph Taylor RobinsonSucceeded byM. Hoke SmithUnited States Senatorfrom FloridaIn officeMarch 4, 1917 – May 8, 1936Preceded byNathan P. BryanSucceeded byScott M. Loftin21st Governor of FloridaIn officeJanuary 7, 1913 – January 2, 1917Preceded byAlbert W. GilchristSucceeded bySidney Johnston Catts19th Florida Attorney GeneralIn officeJanuary 5, 1909 – January 7, 1913GovernorAlbert W. GilchristPreceded byW. H. EllisSucceeded byThomas F. WestPresident of the Florida SenateIn office1905–1907Preceded byFrank AdamsSucceeded byW. Hunt HarrisMayor of Lakeland, FloridaIn office1900–1902Preceded byJames P. ThompsonSucceeded bySamuel L. A. Clonts
Personal detailsBorn(1876-04-09)April 9, 1876Macon County, AlabamaDiedMay 8, 1936(1936-05-08) (aged 60)Washington, D.C.Political partyDemocraticSpouse(s)Virginia Darby(m. 1900; died 1922)Beatrice Padgett (m. 1934)EducationVanderbilt UniversityCumberland UniversityOccupationAttorneyMilitary serviceAllegiance United States of AmericaBranch/service United States ArmyYears of service1898Unit Quartermaster CorpsBattles/warsSpanish–American War","https://en.wikipedia.org/wiki/Park_Trammell"
"3796","Duncan U. Fletcher","Duncan Upshaw FletcherUnited States Senatorfrom FloridaIn officeMarch 4, 1909 – June 17, 1936Preceded byWilliam Hall MiltonSucceeded byWilliam Luther Hill21st Mayor of JacksonvilleIn office1893–1895Preceded byHenry RobinsonSucceeded byWilliam M. Bostwick25th Mayor of JacksonvilleIn office1901–1903Preceded byJ. E. T. BowdenSucceeded byGeorge M. Nolan
Personal detailsBornJanuary 6, 1859Americus, GeorgiaDiedJune 17, 1936 (aged 77)Washington, D.C.Political partyDemocraticSpouse(s)Anna Louis PaineAlma materVanderbilt UniversityProfessionLawyer","https://en.wikipedia.org/wiki/Duncan_U._Fletcher"
